kernel,backend,device,precision,n,threads,gflops,mean_rel_error_f64,median_ms,min_ms,stddev_ms,block_size,repetitions,host,commit,timestamp
rayon-ikj,cpu,Apple M1 Pro,i32,4096,1,23.735977119234967,0.0,5790.322125000001,5783.023834,24.712543649386806,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
rayon-ikj,cpu,Apple M1 Pro,i32,4096,2,42.36164478656516,0.0,3244.4196669999997,3222.775208,9.645292355471241,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
rayon-ikj,cpu,Apple M1 Pro,i32,4096,4,63.369367391707534,0.0,2168.85475,2122.668584,47.892486925120025,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
rayon-ikj,cpu,Apple M1 Pro,i32,4096,8,101.99146021909976,0.0,1347.553542,1324.10825,35.20128497617302,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
rayon-ikj,cpu,Apple M1 Pro,i32,4096,10,102.88383871999169,0.0,1335.8653330000002,1316.820583,9.827860917766507,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
rayon-tiled,cpu,Apple M1 Pro,i32,4096,1,15.6035374197111,0.0,8808.192000000001,8625.076834,113.32662416697158,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
rayon-tiled,cpu,Apple M1 Pro,i32,4096,2,30.99009320642971,0.0,4434.931917,4410.823958,13.30486479113463,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
rayon-tiled,cpu,Apple M1 Pro,i32,4096,4,61.877690200845024,0.0,2221.139041,2219.088,3.7770350331406264,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
rayon-tiled,cpu,Apple M1 Pro,i32,4096,8,106.32130387504968,0.0,1292.675583,1288.178333,7.18089830380508,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
rayon-tiled,cpu,Apple M1 Pro,i32,4096,10,109.28868397726617,0.0,1257.5771659999998,1226.632791,48.445081889466685,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
static-ikj,cpu,Apple M1 Pro,i32,4096,1,24.79780648019034,0.0,5542.3835,5482.824042,278.16854702002723,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
static-ikj,cpu,Apple M1 Pro,i32,4096,2,45.047354636001046,0.0,3050.988334,2994.390042,191.02221907623357,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
static-ikj,cpu,Apple M1 Pro,i32,4096,4,63.09798760997856,0.0,2178.182834,2148.661084,41.78372802949154,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
static-ikj,cpu,Apple M1 Pro,i32,4096,8,107.04777383338656,0.0,1283.9029580000001,1205.374208,144.55771885829105,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
static-ikj,cpu,Apple M1 Pro,i32,4096,10,109.42620517760146,0.0,1255.9967080000001,1202.069209,36.225920318654545,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
static-tiled,cpu,Apple M1 Pro,i32,4096,1,15.531856677525901,0.0,8848.8425,8703.741709,109.54485820327564,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
static-tiled,cpu,Apple M1 Pro,i32,4096,2,30.813315743892804,0.0,4460.375333,4447.413874999999,12.259317691458179,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
static-tiled,cpu,Apple M1 Pro,i32,4096,4,61.790761494354264,0.0,2224.2637919999997,2219.7331249999997,26.9566796973882,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
static-tiled,cpu,Apple M1 Pro,i32,4096,8,105.07558895811096,0.0,1308.000791,1292.6115409999998,9.287879772155662,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
static-tiled,cpu,Apple M1 Pro,i32,4096,10,118.93634790763878,0.0,1155.567292,1108.750208,26.67141012714904,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
naive-ijk,cpu,Apple M1 Pro,i64,64,1,1.4136514998314795,0.0,0.370875,0.356792,0.017593715659291524,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
ikj,cpu,Apple M1 Pro,i64,64,1,2.571614960147149,0.0,0.203875,0.203875,0.030592433775363467,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
tiled,cpu,Apple M1 Pro,i64,64,1,2.5050551382757105,0.0,0.209292,0.208958,0.009521645745353056,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
rayon-ikj,cpu,Apple M1 Pro,i64,64,1,2.8155889350138823,0.0,0.186209,0.180292,0.004841435345019071,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
rayon-ikj,cpu,Apple M1 Pro,i64,64,2,5.29359261727348,0.0,0.099042,0.097209,0.001020603742889476,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
rayon-ikj,cpu,Apple M1 Pro,i64,64,4,7.705358455071868,0.0,0.06804199999999999,0.064416,0.002259543715000882,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
rayon-ikj,cpu,Apple M1 Pro,i64,64,8,5.218925133636608,0.0,0.10045899999999999,0.066042,0.0528595611862225,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
rayon-ikj,cpu,Apple M1 Pro,i64,64,10,6.08166295471418,0.0,0.08620799999999999,0.063625,0.012598830691774534,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
rayon-tiled,cpu,Apple M1 Pro,i64,64,1,2.800549118899198,0.0,0.18720900000000001,0.18433300000000002,0.0017331206536187792,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
rayon-tiled,cpu,Apple M1 Pro,i64,64,2,3.072012000046875,0.0,0.170666,0.161292,0.011544475899753959,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
rayon-tiled,cpu,Apple M1 Pro,i64,64,4,2.8780624372142043,0.0,0.182167,0.179459,0.007373893523776973,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
rayon-tiled,cpu,Apple M1 Pro,i64,64,8,2.80243528273547,0.0,0.187083,0.18575,0.000769776396104742,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
rayon-tiled,cpu,Apple M1 Pro,i64,64,10,3.16790332326284,0.0,0.1655,0.16425,0.0024415435281804807,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
static-ikj,cpu,Apple M1 Pro,i64,64,1,3.216490797546012,0.0,0.163,0.159917,0.0028806300178953917,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
static-ikj,cpu,Apple M1 Pro,i64,64,2,5.609818209054238,0.0,0.093459,0.085208,0.0072916036507753145,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
static-ikj,cpu,Apple M1 Pro,i64,64,4,6.546807687024712,0.0,0.080083,0.07225,0.013120085643775353,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
static-ikj,cpu,Apple M1 Pro,i64,64,8,7.543712230215828,0.0,0.06949999999999999,0.066791,0.0020054803663960424,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
static-ikj,cpu,Apple M1 Pro,i64,64,10,7.90375976120843,0.0,0.066334,0.052542,0.013862508748419239,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
static-tiled,cpu,Apple M1 Pro,i64,64,1,3.365329191031574,0.0,0.155791,0.142458,0.013157181396484571,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
static-tiled,cpu,Apple M1 Pro,i64,64,2,6.775935379644588,0.0,0.077375,0.076583,0.002264524122194326,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
static-tiled,cpu,Apple M1 Pro,i64,64,4,10.131169082125604,0.0,0.05175,0.048084,0.015722039339729432,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
static-tiled,cpu,Apple M1 Pro,i64,64,8,6.689480063795854,0.0,0.078375,0.053834,0.020889381146888958,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
static-tiled,cpu,Apple M1 Pro,i64,64,10,5.423706370388762,0.0,0.096666,0.044791,0.024482990468894926,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
naive-ijk,cpu,Apple M1 Pro,i64,128,1,2.2793581957747437,0.0,1.840125,1.794875,0.07313425098269623,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
ikj,cpu,Apple M1 Pro,i64,128,1,4.872140554668216,0.0,0.860875,0.8605419999999999,0.0018704207548035606,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
tiled,cpu,Apple M1 Pro,i64,128,1,4.7215447360393,0.0,0.888333,0.812875,0.03355837130732062,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
rayon-ikj,cpu,Apple M1 Pro,i64,128,1,5.197132243427232,0.0,0.807042,0.792416,0.023356288386642235,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
rayon-ikj,cpu,Apple M1 Pro,i64,128,2,10.365904232313872,0.0,0.40462499999999996,0.40225,0.011062798651335935,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
rayon-ikj,cpu,Apple M1 Pro,i64,128,4,18.68636448689733,0.0,0.224458,0.21729099999999998,0.015389507162349296,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
rayon-ikj,cpu,Apple M1 Pro,i64,128,8,23.853906832050868,0.0,0.175833,0.131667,0.029610959638282575,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
rayon-ikj,cpu,Apple M1 Pro,i64,128,10,29.905910873440284,0.0,0.14024999999999999,0.117792,0.01415701455816162,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
rayon-tiled,cpu,Apple M1 Pro,i64,128,1,5.398074646074646,0.0,0.777,0.76425,0.010088048215586603,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
rayon-tiled,cpu,Apple M1 Pro,i64,128,2,10.4683041029084,0.0,0.400667,0.38425,0.013242585453754858,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
rayon-tiled,cpu,Apple M1 Pro,i64,128,4,10.566115306909044,0.0,0.396958,0.382541,0.01721462416086974,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
rayon-tiled,cpu,Apple M1 Pro,i64,128,8,11.12426500035805,0.0,0.377041,0.375208,0.005900818816062716,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
rayon-tiled,cpu,Apple M1 Pro,i64,128,10,11.058274517454935,0.0,0.37929100000000004,0.37054200000000004,0.0117360350289184,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
static-ikj,cpu,Apple M1 Pro,i64,128,1,5.973013732378822,0.0,0.702209,0.68625,0.02317826688300918,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
static-ikj,cpu,Apple M1 Pro,i64,128,2,12.039623968424829,0.0,0.348375,0.347,0.008811278607557468,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
static-ikj,cpu,Apple M1 Pro,i64,128,4,19.090269401799652,0.0,0.21970900000000002,0.20266699999999999,0.012024409436641785,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
static-ikj,cpu,Apple M1 Pro,i64,128,8,25.81110153846154,0.0,0.1625,0.152208,0.012853581862656038,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
static-ikj,cpu,Apple M1 Pro,i64,128,10,16.394694976801272,0.0,0.25583300000000003,0.18495799999999998,0.04612277120577211,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
static-tiled,cpu,Apple M1 Pro,i64,128,1,6.1335209034954445,0.0,0.683833,0.682917,0.005872042889829739,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
static-tiled,cpu,Apple M1 Pro,i64,128,2,11.805263854136468,0.0,0.35529099999999997,0.3535,0.0015627003231586103,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
static-tiled,cpu,Apple M1 Pro,i64,128,4,20.004597766935188,0.0,0.209667,0.194375,0.01621345729016486,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
static-tiled,cpu,Apple M1 Pro,i64,128,8,26.004414354090716,0.0,0.161292,0.15187499999999998,0.015656732759423347,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
static-tiled,cpu,Apple M1 Pro,i64,128,10,19.295245543415756,0.0,0.217375,0.20550000000000002,0.014833083098263823,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
naive-ijk,cpu,Apple M1 Pro,i64,256,1,2.798116578406297,0.0,11.991792,11.834291,0.713962839340046,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
ikj,cpu,Apple M1 Pro,i64,256,1,6.1373981015538455,0.0,5.467208,5.231375,0.1402018794952479,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
tiled,cpu,Apple M1 Pro,i64,256,1,5.79515461261011,0.0,5.790084,5.515584,0.13389452407212202,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
rayon-ikj,cpu,Apple M1 Pro,i64,256,1,6.020442758983001,0.0,5.573416,5.463916,0.09416800671778094,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
rayon-ikj,cpu,Apple M1 Pro,i64,256,2,11.726168792591299,0.0,2.8615,2.8019160000000003,0.03649016262364412,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
rayon-ikj,cpu,Apple M1 Pro,i64,256,4,22.762270499448825,0.0,1.474125,1.399791,0.045477455786356355,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
rayon-ikj,cpu,Apple M1 Pro,i64,256,8,36.703239631200304,0.0,0.914209,0.780791,0.10597796163212429,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
rayon-ikj,cpu,Apple M1 Pro,i64,256,10,36.32745169790812,0.0,0.923666,0.818083,0.08052624826725756,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
rayon-tiled,cpu,Apple M1 Pro,i64,256,1,6.011408522567662,0.0,5.581792,5.4615,0.13169498617942887,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
rayon-tiled,cpu,Apple M1 Pro,i64,256,2,11.313501749062247,0.0,2.965875,2.857958,0.05341901483554333,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
rayon-tiled,cpu,Apple M1 Pro,i64,256,4,22.038442314525522,0.0,1.5225410000000001,1.47525,0.07757101441904704,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
rayon-tiled,cpu,Apple M1 Pro,i64,256,8,21.822246646614097,0.0,1.537625,1.492875,0.029818165792013466,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
rayon-tiled,cpu,Apple M1 Pro,i64,256,10,22.179249442287038,0.0,1.512875,1.472333,0.02785337975901671,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
static-ikj,cpu,Apple M1 Pro,i64,256,1,6.313454442824216,0.0,5.31475,5.303666000000001,0.059702512767051415,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
static-ikj,cpu,Apple M1 Pro,i64,256,2,11.98533089253025,0.0,2.799625,2.7655000000000003,0.03393740641681396,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
static-ikj,cpu,Apple M1 Pro,i64,256,4,23.42913361360791,0.0,1.432167,1.418,0.008184070240412206,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
static-ikj,cpu,Apple M1 Pro,i64,256,8,40.77707063648792,0.0,0.822875,0.77525,0.06571749233423319,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
static-ikj,cpu,Apple M1 Pro,i64,256,10,28.20389860041405,0.0,1.189709,0.977459,0.1120489369101733,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
static-tiled,cpu,Apple M1 Pro,i64,256,1,5.939187566276031,0.0,5.649667,5.510125,0.0936492707168613,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
static-tiled,cpu,Apple M1 Pro,i64,256,2,11.160937421522032,0.0,3.006417,2.892333,0.17195240680403406,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
static-tiled,cpu,Apple M1 Pro,i64,256,4,20.137693623405852,0.0,1.66625,1.539875,0.14372587774927656,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
static-tiled,cpu,Apple M1 Pro,i64,256,8,29.52760488395116,0.0,1.136375,0.8100419999999999,0.27160496657222605,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
static-tiled,cpu,Apple M1 Pro,i64,256,10,29.097634601059514,0.0,1.153167,1.0616670000000001,0.08787047558309895,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
naive-ijk,cpu,Apple M1 Pro,i64,512,1,2.0043933575501858,0.0,133.923541,130.384,11.78537775598769,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
ikj,cpu,Apple M1 Pro,i64,512,1,6.192562423004019,0.0,43.34804200000001,42.588583,0.4411230324333553,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
tiled,cpu,Apple M1 Pro,i64,512,1,5.835944526455981,0.0,45.996916999999996,45.669708,0.36431115437425043,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
rayon-ikj,cpu,Apple M1 Pro,i64,512,1,6.192318433208958,0.0,43.34975,42.926292,0.19411111510086299,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
rayon-ikj,cpu,Apple M1 Pro,i64,512,2,12.091323922835292,0.0,22.200667,21.878375,0.4372021122498164,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
rayon-ikj,cpu,Apple M1 Pro,i64,512,4,23.64011186531073,0.0,11.355084,11.330042,0.02634868295000689,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
rayon-ikj,cpu,Apple M1 Pro,i64,512,8,42.54633371636883,0.0,6.30925,6.164834,0.11016931444236205,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
rayon-ikj,cpu,Apple M1 Pro,i64,512,10,44.28501130570406,0.0,6.061541999999999,6.009375,0.25548920032909395,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
rayon-tiled,cpu,Apple M1 Pro,i64,512,1,5.819964994629169,0.0,46.123208,46.097875,0.2327346543935823,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
rayon-tiled,cpu,Apple M1 Pro,i64,512,2,11.433184694589228,0.0,23.478625,23.30975,0.20325750041191507,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
rayon-tiled,cpu,Apple M1 Pro,i64,512,4,22.53006922129277,0.0,11.914542,11.882541999999999,0.19748851637171203,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
rayon-tiled,cpu,Apple M1 Pro,i64,512,8,32.863614182179944,0.0,8.168166,7.609292,0.506462840295515,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
rayon-tiled,cpu,Apple M1 Pro,i64,512,10,33.19584631858584,0.0,8.086417,7.877209,0.5683302981421103,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
static-ikj,cpu,Apple M1 Pro,i64,512,1,6.11454046573615,0.0,43.901165999999996,43.297792,0.30619026629499524,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
static-ikj,cpu,Apple M1 Pro,i64,512,2,12.067904737285755,0.0,22.24375,22.082,0.16756338819234845,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
static-ikj,cpu,Apple M1 Pro,i64,512,4,23.698986348838492,0.0,11.326875,11.246584,0.04312930386291863,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
static-ikj,cpu,Apple M1 Pro,i64,512,8,36.45962120957968,0.0,7.362541,7.0501249999999995,0.3576274855463431,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
static-ikj,cpu,Apple M1 Pro,i64,512,10,31.31401227781099,0.0,8.572375000000001,8.510625000000001,0.24951612113108038,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
static-tiled,cpu,Apple M1 Pro,i64,512,1,5.839583973720992,0.0,45.968250000000005,45.617458,0.20580380996108927,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
static-tiled,cpu,Apple M1 Pro,i64,512,2,11.590310726534025,0.0,23.160333,22.685917,0.26292617965371956,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
static-tiled,cpu,Apple M1 Pro,i64,512,4,22.56945504992118,0.0,11.893749999999999,11.8385,0.033953367020075884,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
static-tiled,cpu,Apple M1 Pro,i64,512,8,34.569367009545886,0.0,7.765125,7.30625,0.44349477304958157,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
static-tiled,cpu,Apple M1 Pro,i64,512,10,32.11622720067,0.0,8.35825,7.834875,0.5252707703797158,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
naive-ijk,cpu,Apple M1 Pro,i64,1024,1,0.9965056404026903,0.0,2155.014042,2118.71175,20.455846836773485,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
ikj,cpu,Apple M1 Pro,i64,1024,1,6.040722509668569,0.0,355.501125,352.999958,2.1795930503941494,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
tiled,cpu,Apple M1 Pro,i64,1024,1,5.557983352932784,0.0,386.378208,383.0965,2.5571671856098996,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
rayon-ikj,cpu,Apple M1 Pro,i64,1024,1,5.999261499952509,0.0,357.95799999999997,356.16125,1.4002181178937252,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
rayon-ikj,cpu,Apple M1 Pro,i64,1024,2,11.986958781689706,0.0,179.15166699999997,178.34875,1.6416990516898975,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
rayon-ikj,cpu,Apple M1 Pro,i64,1024,4,23.77582070191031,0.0,90.322167,89.72225,0.48707788073089947,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
rayon-ikj,cpu,Apple M1 Pro,i64,1024,8,44.16925953678136,0.0,48.619417,47.735375,1.34972169141153,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
rayon-ikj,cpu,Apple M1 Pro,i64,1024,10,45.45528172699636,0.0,47.243874999999996,45.4935,1.0805721300093758,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
rayon-tiled,cpu,Apple M1 Pro,i64,1024,1,5.57680106635377,0.0,385.074458,383.821084,2.2930331924807295,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
rayon-tiled,cpu,Apple M1 Pro,i64,1024,2,11.098821334444473,0.0,193.48754100000002,191.741458,0.810134350863305,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
rayon-tiled,cpu,Apple M1 Pro,i64,1024,4,21.77012095814605,0.0,98.643625,97.224333,1.5744943184259796,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
rayon-tiled,cpu,Apple M1 Pro,i64,1024,8,32.63111571595333,0.0,65.810917,57.032166000000004,5.900445281683093,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
rayon-tiled,cpu,Apple M1 Pro,i64,1024,10,33.583949142801295,0.0,63.943749999999994,61.87825,1.9845034220065711,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
static-ikj,cpu,Apple M1 Pro,i64,1024,1,6.05185228191682,0.0,354.847334,352.95412500000003,1.211141311730086,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
static-ikj,cpu,Apple M1 Pro,i64,1024,2,12.071208836414748,0.0,177.90129199999998,177.446084,0.4657762894725291,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
static-ikj,cpu,Apple M1 Pro,i64,1024,4,23.59205652099954,0.0,91.025708,90.949292,3.117619672281608,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
static-ikj,cpu,Apple M1 Pro,i64,1024,8,40.17007114430973,0.0,53.459792,52.299,2.648569129152324,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
static-ikj,cpu,Apple M1 Pro,i64,1024,10,37.998976328978976,0.0,56.514250000000004,50.350958,4.736448910664646,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
static-tiled,cpu,Apple M1 Pro,i64,1024,1,5.560701615753845,0.0,386.18933300000003,385.394208,2.826608872526817,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
static-tiled,cpu,Apple M1 Pro,i64,1024,2,10.994103061221878,0.0,195.3305,192.725958,1.8093300970786208,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
static-tiled,cpu,Apple M1 Pro,i64,1024,4,21.906233974090714,0.0,98.03070899999999,97.54570899999999,0.3882128369370415,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
static-tiled,cpu,Apple M1 Pro,i64,1024,8,35.89986677746367,0.0,59.818708,58.19125,1.1197650961189158,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
static-tiled,cpu,Apple M1 Pro,i64,1024,10,32.24048513359268,0.0,66.608292,60.076,6.667809703767999,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
naive-ijk,cpu,Apple M1 Pro,i64,2048,1,0.5662544457770634,0.0,30339.486624999998,30139.972458,237.21519491580767,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
ikj,cpu,Apple M1 Pro,i64,2048,1,6.1062639963642935,0.0,2813.482875,2805.0712080000003,36.71939604092082,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
tiled,cpu,Apple M1 Pro,i64,2048,1,5.533910248320561,0.0,3104.471958,3102.8630000000003,2.814414947112239,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
rayon-ikj,cpu,Apple M1 Pro,i64,2048,1,6.141066038694917,0.0,2797.538583,2793.1082499999998,2.581823495365288,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
rayon-ikj,cpu,Apple M1 Pro,i64,2048,2,12.339992868535967,0.0,1392.210625,1388.512167,2.7388463303402992,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
rayon-ikj,cpu,Apple M1 Pro,i64,2048,4,23.146977770883932,0.0,742.207875,729.990458,22.45764976060505,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
rayon-ikj,cpu,Apple M1 Pro,i64,2048,8,39.34044906108918,0.0,436.697333,420.729083,10.305051308243142,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
